# Event_ID    q2    Psi_EP
518 5.043928 1.500531
519 4.755423 0.395669
520 2.747627 0.369300
521 nan nan
522 nan nan
523 nan nan
524 3.469544 -1.264233
525 nan nan
526 1.957283 0.011301
527 nan nan
528 3.134957 0.147951
529 nan nan
530 nan nan
531 nan nan
532 nan nan
533 nan nan
534 3.544137 0.319496
535 1.270105 0.402615
536 nan nan
537 nan nan
538 nan nan
539 nan nan
540 nan nan
541 nan nan
542 nan nan
543 nan nan
544 nan nan
545 nan nan
546 nan nan
547 nan nan
548 nan nan
549 nan nan
550 1.787987 -0.031900
551 nan nan
552 nan nan
553 nan nan
554 nan nan
555 nan nan
556 4.059377 -1.477708
557 nan nan
558 nan nan
559 nan nan
560 nan nan
561 nan nan
562 nan nan
563 nan nan
564 nan nan
565 nan nan
566 nan nan
567 nan nan
568 nan nan
569 5.276661 1.204816
570 nan nan
571 nan nan
572 nan nan
573 nan nan
574 nan nan
575 4.256610 -0.583275
576 nan nan
577 nan nan
578 3.839769 -0.764169
579 nan nan
580 nan nan
581 nan nan
582 nan nan
583 nan nan
584 nan nan
585 nan nan
586 1.315219 -1.124721
587 nan nan
588 nan nan
589 nan nan
590 nan nan
591 2.860890 1.311424
592 nan nan
593 nan nan
594 nan nan
595 nan nan
596 2.443224 0.915149
597 nan nan
598 nan nan
599 nan nan
600 1.647437 0.788310
601 1.895272 -1.335919
602 2.839316 1.238430
603 nan nan
604 nan nan
605 nan nan
606 nan nan
607 nan nan
608 nan nan
609 nan nan
610 nan nan
611 nan nan
612 nan nan
613 1.977791 -0.633426
614 nan nan
615 nan nan
616 nan nan
617 nan nan
618 nan nan
619 3.300370 -0.255081
620 nan nan
621 nan nan
622 3.515374 1.037394
623 nan nan
624 nan nan
625 3.073865 -1.382174
626 nan nan
627 nan nan
628 1.622081 1.274145
629 nan nan
630 nan nan
631 nan nan
632 6.378691 -0.233390
633 nan nan
634 nan nan
635 nan nan
636 nan nan
637 nan nan
638 nan nan
639 nan nan
640 nan nan
641 nan nan
642 nan nan
643 nan nan
644 nan nan
645 nan nan
646 nan nan
647 nan nan
648 nan nan
649 1.798633 1.378657
650 nan nan
651 1.328967 -0.881753
652 nan nan
653 3.818614 0.574165
654 nan nan
655 nan nan
656 nan nan
657 1.786508 1.534586
658 nan nan
659 nan nan
660 nan nan
661 nan nan
662 nan nan
663 nan nan
664 1.531221 1.307576
665 3.288170 1.384240
666 nan nan
667 4.344345 -1.111183
668 nan nan
669 nan nan
670 nan nan
671 nan nan
672 1.484273 -1.014387
673 nan nan
674 nan nan
675 2.336475 -1.061030
676 nan nan
677 4.366204 0.421693
678 3.206329 -1.445715
679 nan nan
680 nan nan
681 nan nan
682 nan nan
683 3.377395 -1.368096
684 nan nan
685 5.710836 0.668045
686 nan nan
687 nan nan
688 nan nan
689 nan nan
690 0.994642 0.157878
691 nan nan
692 nan nan
693 nan nan
694 nan nan
695 nan nan
696 nan nan
697 nan nan
698 nan nan
699 nan nan
700 nan nan
701 2.929996 -0.447437
702 nan nan
703 2.065718 0.948936
704 nan nan
705 nan nan
706 nan nan
707 nan nan
708 5.169629 0.442796
709 nan nan
710 nan nan
711 nan nan
712 nan nan
713 nan nan
714 4.878754 0.074434
715 nan nan
716 4.755526 0.663219
717 nan nan
718 nan nan
719 nan nan
720 nan nan
721 nan nan
722 nan nan
723 nan nan
724 nan nan
725 nan nan
726 nan nan
727 nan nan
728 3.957590 -1.260570
729 nan nan
730 nan nan
731 nan nan
732 4.020023 -0.177135
733 nan nan
734 nan nan
735 nan nan
736 nan nan
737 nan nan
738 nan nan
739 nan nan
740 nan nan
741 2.175202 1.159138
742 nan nan
743 1.722740 -0.807553
744 nan nan
745 nan nan
746 nan nan
747 nan nan
748 nan nan
749 nan nan
750 nan nan
751 nan nan
752 nan nan
753 nan nan
754 nan nan
755 nan nan
756 2.270680 -1.179730
757 nan nan
758 nan nan
759 nan nan
760 nan nan
761 nan nan
762 nan nan
763 2.469582 -0.820461
764 nan nan
765 nan nan
766 nan nan
767 nan nan
768 nan nan
769 nan nan
770 nan nan
771 nan nan
772 nan nan
773 nan nan
774 nan nan
775 nan nan
776 nan nan
777 1.288048 -1.383655
778 nan nan
779 nan nan
780 nan nan
781 nan nan
782 nan nan
783 nan nan
784 4.026964 0.547973
785 3.348521 1.092065
786 nan nan
787 nan nan
788 nan nan
789 1.807383 -1.226040
790 nan nan
791 nan nan
792 nan nan
793 nan nan
794 nan nan
795 1.907313 -0.576308
796 nan nan
797 nan nan
798 3.212470 1.032602
799 nan nan
800 nan nan
801 nan nan
802 nan nan
803 4.550984 -1.399436
804 2.780747 0.348656
805 nan nan
806 nan nan
807 nan nan
808 nan nan
809 nan nan
810 nan nan
811 nan nan
812 nan nan
813 nan nan
814 nan nan
815 nan nan
816 nan nan
817 4.977449 -1.129091
818 nan nan
819 2.317918 -1.404752
820 nan nan
821 4.411237 0.026787
822 nan nan
823 nan nan
824 nan nan
825 nan nan
826 nan nan
827 nan nan
828 4.965979 0.574248
829 nan nan
830 1.608549 -1.088669
831 nan nan
832 nan nan
833 4.297318 -1.314859
834 0.665588 0.066307
835 nan nan
836 2.414289 -1.482598
837 nan nan
838 nan nan
839 3.407990 0.784573
840 nan nan
841 nan nan
842 nan nan
843 nan nan
844 3.424477 -0.106031
845 nan nan
846 nan nan
847 nan nan
848 nan nan
849 nan nan
850 nan nan
851 3.108413 1.233151
852 nan nan
853 nan nan
854 nan nan
855 nan nan
856 nan nan
857 nan nan
858 nan nan
859 nan nan
860 nan nan
861 nan nan
862 nan nan
863 nan nan
864 4.239419 1.391864
865 nan nan
866 nan nan
867 nan nan
868 nan nan
869 nan nan
870 nan nan
871 nan nan
872 nan nan
873 nan nan
874 nan nan
875 nan nan
876 nan nan
877 nan nan
878 nan nan
879 nan nan
880 nan nan
881 2.895422 0.222252
882 nan nan
883 nan nan
884 nan nan
885 3.283891 0.715071
886 nan nan
887 nan nan
888 2.915577 0.553842
889 nan nan
890 nan nan
891 nan nan
892 nan nan
893 nan nan
894 nan nan
895 nan nan
896 4.775708 -0.220101
897 nan nan
898 nan nan
899 nan nan
900 1.445960 1.042470
901 nan nan
902 nan nan
903 nan nan
904 nan nan
905 nan nan
906 3.227020 0.298594
907 1.094959 0.027546
908 nan nan
909 nan nan
910 3.150647 0.867043
911 nan nan
912 2.734357 1.145368
913 nan nan
914 nan nan
915 nan nan
916 4.184441 -0.311113
917 nan nan
918 nan nan
919 4.712274 1.371039
920 nan nan
921 nan nan
922 nan nan
923 nan nan
924 5.386726 -0.542893
925 nan nan
926 nan nan
927 nan nan
928 nan nan
929 nan nan
930 nan nan
