# Event_ID    q2    Psi_EP
0 nan nan
1 nan nan
2 nan nan
3 nan nan
4 nan nan
5 nan nan
6 nan nan
7 nan nan
8 nan nan
9 nan nan
10 nan nan
11 nan nan
12 nan nan
13 nan nan
14 nan nan
15 nan nan
16 nan nan
17 nan nan
18 nan nan
19 nan nan
20 nan nan
21 nan nan
22 nan nan
23 nan nan
24 nan nan
25 nan nan
26 0.882089 1.178507
27 2.058092 1.406875
28 2.259791 1.529628
29 nan nan
30 nan nan
31 nan nan
32 3.533080 0.991010
33 nan nan
34 3.176826 1.298902
35 2.311570 -0.440679
36 nan nan
37 nan nan
38 1.971299 0.562578
39 nan nan
40 5.151544 0.008148
41 2.628605 -0.888148
42 nan nan
43 nan nan
44 nan nan
45 nan nan
46 1.382375 1.523584
47 nan nan
48 nan nan
49 nan nan
50 nan nan
51 nan nan
52 nan nan
53 nan nan
54 nan nan
55 nan nan
56 nan nan
57 3.212075 1.494524
58 nan nan
59 nan nan
60 nan nan
61 2.726606 -0.447101
62 nan nan
63 3.876498 -1.370495
64 nan nan
65 nan nan
66 nan nan
67 4.339546 -1.178017
68 nan nan
69 nan nan
70 nan nan
71 nan nan
72 nan nan
73 nan nan
74 nan nan
75 nan nan
76 nan nan
77 3.067730 -1.339568
78 6.126303 -1.099645
79 nan nan
80 nan nan
81 nan nan
82 nan nan
83 nan nan
84 nan nan
85 nan nan
86 nan nan
87 nan nan
88 nan nan
89 nan nan
90 0.850427 -0.582588
91 nan nan
92 nan nan
93 nan nan
94 nan nan
95 nan nan
96 4.773297 -1.017985
97 nan nan
98 nan nan
99 nan nan
100 nan nan
101 nan nan
102 nan nan
103 nan nan
104 2.898735 0.390026
105 3.024954 0.911129
106 2.757883 -0.260211
107 nan nan
108 nan nan
109 0.680981 0.526531
110 nan nan
111 nan nan
112 nan nan
113 nan nan
114 nan nan
115 nan nan
116 nan nan
117 nan nan
118 nan nan
119 nan nan
120 2.571226 -0.917990
121 nan nan
122 nan nan
123 1.018363 0.968537
124 nan nan
125 nan nan
126 nan nan
127 nan nan
128 4.597614 -1.260456
129 nan nan
130 nan nan
131 nan nan
132 nan nan
133 1.774522 -1.159823
134 nan nan
135 5.668315 0.478250
136 nan nan
137 nan nan
138 nan nan
139 nan nan
140 nan nan
141 nan nan
142 2.971802 0.307290
143 nan nan
144 nan nan
145 nan nan
146 nan nan
147 nan nan
148 nan nan
149 5.323766 -0.938391
150 nan nan
151 nan nan
152 nan nan
153 nan nan
154 nan nan
155 nan nan
156 nan nan
157 nan nan
158 nan nan
159 nan nan
160 nan nan
161 4.911705 -1.536852
162 1.635122 -0.987354
163 nan nan
164 nan nan
165 nan nan
166 1.402431 -0.888325
167 nan nan
168 nan nan
169 2.383508 -0.884445
170 nan nan
171 nan nan
172 nan nan
173 nan nan
174 3.463274 -0.712381
175 nan nan
176 nan nan
177 2.441483 -0.402905
178 nan nan
179 nan nan
180 nan nan
181 4.967972 1.207464
182 nan nan
183 nan nan
184 nan nan
185 nan nan
186 2.464387 0.794187
187 nan nan
188 nan nan
189 5.516192 -0.209652
190 nan nan
191 nan nan
192 nan nan
193 nan nan
194 nan nan
195 nan nan
196 nan nan
197 nan nan
198 nan nan
199 nan nan
200 nan nan
201 nan nan
202 nan nan
203 1.732823 -1.439033
204 4.029116 -0.029576
205 nan nan
206 2.293982 -0.508786
207 nan nan
208 nan nan
209 3.416339 1.497727
210 1.049441 0.023389
211 nan nan
212 3.825823 0.798022
213 nan nan
214 nan nan
215 2.793010 -1.179667
216 nan nan
217 3.531932 1.396255
218 nan nan
219 nan nan
220 nan nan
221 nan nan
222 nan nan
223 nan nan
224 2.304807 0.348719
225 nan nan
226 nan nan
227 nan nan
228 nan nan
229 nan nan
230 nan nan
231 nan nan
232 nan nan
233 nan nan
234 0.287472 -0.459348
235 nan nan
236 2.649762 -0.988685
237 nan nan
238 nan nan
239 nan nan
240 3.422338 1.256547
241 nan nan
242 3.154687 -0.579211
243 3.764318 1.200640
244 nan nan
245 1.897689 -0.857766
246 nan nan
247 3.586255 -0.174089
248 nan nan
249 2.213030 1.266907
250 nan nan
251 nan nan
252 nan nan
253 nan nan
254 nan nan
255 3.771399 0.767121
256 4.834416 -1.128746
257 nan nan
258 nan nan
259 nan nan
260 nan nan
261 nan nan
262 nan nan
