# Event_ID q2 Psi_EP epsilon2 phi2
2184 1.025281 -0.355643 0.188795 1.301680
2185 2.833581 0.267579 0.249216 -1.278260
2186 2.754484 1.268971 0.355356 -0.248295
2187 2.997123 -1.061392 0.400210 0.243242
2199 2.827855 -1.492756 0.438790 -0.134172
2202 1.589821 0.554172 0.304285 -0.973052
2203 3.323942 -0.827456 0.514973 0.740816
2205 3.604354 1.373120 0.292841 -0.194565
2206 3.389478 -0.559691 0.537981 1.083450
2216 4.748263 0.101776 0.673504 -1.386550
2220 1.227032 -0.110375 0.283204 -1.534640
2227 2.571158 -1.441500 0.366602 0.116117
2234 2.349104 1.151074 0.404759 -0.389206
2241 4.051637 1.243624 0.472897 -0.532399
2247 1.854725 0.408095 0.307783 -0.980258
2248 3.774374 1.495194 0.382069 -0.065224
2269 2.170840 -0.593950 0.675438 1.182810
2271 1.321423 -0.860041 0.270086 0.995898
2272 2.782646 0.317568 0.408424 -1.195800
2274 2.025186 -1.328048 0.369958 0.405169
2277 1.853762 -1.247873 0.279200 0.605544
2282 3.516457 1.113439 0.380268 -0.431128
2283 3.324215 0.138336 0.542407 1.560440
2285 2.968163 -0.866985 0.350369 0.811646
2286 4.823002 -1.178861 0.467796 0.344839
2287 3.963970 -0.312280 0.562622 1.263510
2288 3.297996 0.687687 0.518238 -0.870323
2301 3.445473 1.430974 0.507656 -0.156206
2314 2.368489 -0.517287 0.463195 0.944617
2328 2.577402 -0.969798 0.249613 0.294702
2329 1.865661 -1.019409 0.103397 0.725389
2339 2.353175 -0.370599 0.325130 0.954170
2345 5.191432 -1.126692 0.734275 0.219733
2347 2.141731 0.587722 0.356869 -0.800446
2350 5.640563 0.214003 0.630944 -1.384310
2363 3.929063 0.649562 0.581167 -0.947009
2364 4.198604 0.052219 0.686294 -1.568700
2369 1.779440 1.020930 0.372364 -0.632187
2372 2.715029 -0.303946 0.569764 1.234800
2374 2.244040 1.543525 0.231252 -0.238864
2386 1.083035 1.021918 0.437280 -0.502768
2390 1.168190 -0.859030 0.324979 0.548389
2393 2.349728 0.169942 0.390795 -0.936081
2402 2.602948 1.194743 0.315851 -0.353888
2411 3.778545 -0.582678 0.548007 0.829763
2426 4.005492 0.214357 0.380984 1.481180
2435 1.680631 -0.021292 0.336086 0.845032
2436 2.043092 0.612057 0.552536 -1.191170
2440 5.438655 0.466871 0.665691 -0.998456
2449 2.816800 0.332471 0.432090 -1.349790
2456 2.547738 -0.805969 0.314424 0.781580
2463 1.881309 0.163991 0.272348 1.533170
2464 4.450072 0.941724 0.440265 -0.667851
2466 5.461761 1.038930 0.630154 -0.527155
2477 2.013752 0.662010 0.461229 -0.624696
2480 2.387011 0.923484 0.395559 -0.581625
2483 2.627112 0.376592 0.344347 -1.067130
2492 4.635798 -1.097738 0.460184 0.601354
2494 1.368541 0.007823 0.248170 -1.073670
2500 3.362694 1.110210 0.393132 -0.369851
2502 3.447487 0.656228 0.567723 -0.959797
2503 0.691717 -0.142169 0.235149 -0.855457
2504 3.859282 0.928491 0.389930 -0.836132
2506 3.800156 -1.188810 0.432749 0.157123
2507 0.460189 -0.259521 0.292235 1.488980
2515 1.264797 -1.197837 0.526131 0.213567
2522 0.810432 1.152441 0.482561 -1.380790
2525 1.873996 0.824812 0.292337 -0.830616
2530 3.571202 1.493376 0.462854 0.057683
2532 3.296556 -0.497706 0.594153 1.003970
2534 3.210990 -0.630131 0.403886 0.830523
2536 4.374089 0.832622 0.494017 -0.595638
2537 3.353718 0.765050 0.443979 -0.966483
2538 1.612663 -0.638825 0.257522 0.614066
2542 5.931838 1.516249 0.611909 -0.174140
2543 2.782048 -0.718789 0.634810 0.864220
2548 2.600506 -1.340436 0.384732 0.197645
2555 3.049741 -1.238498 0.428727 0.151178
2558 3.859600 0.457166 0.587972 -1.135250
2559 3.324534 -0.826356 0.580367 0.721175
2566 3.887090 -0.944536 0.596773 0.706122
2571 2.338758 -0.874531 0.383633 0.571802
2572 2.864653 -0.054812 0.459096 1.365160
2574 1.609214 0.626116 0.377301 -0.771032
2576 4.603101 -1.570795 0.675758 -0.091116
2577 2.271364 -0.256603 0.187845 0.989469
2579 0.804415 -0.544939 0.264820 1.141030
2586 3.422345 -0.752411 0.349243 0.657530
2587 2.694330 -0.997347 0.502935 0.517212
2603 3.878307 -0.809301 0.601375 0.558384
2606 4.364815 1.421336 0.569566 -0.196350
2612 2.353971 -1.084162 0.478312 0.682685
2621 1.811717 0.639124 0.412367 -0.810531
2623 2.988566 -1.505359 0.598942 -0.062976
2624 1.837384 0.803025 0.405229 -0.783104
2625 1.712718 -1.314846 0.352154 -0.061975
2632 0.876464 1.222779 0.129115 0.169051
2635 4.643613 0.011362 0.332919 -1.437970
2641 3.739459 0.026358 0.582438 -1.295940
2649 4.935299 0.236000 0.598751 -1.395190
2652 2.916619 -1.566372 0.328159 -0.365206
2653 3.437700 -1.117095 0.558945 0.453022
2655 5.626327 0.162929 0.559948 -1.354820
2661 2.549625 0.081636 0.410622 -1.367480
2665 1.619564 -0.419688 0.326162 1.289660
2666 1.834265 -1.538553 0.454501 0.120869
2674 3.282059 1.186068 0.643526 -0.220469
2678 1.590986 -1.094821 0.338001 0.963026
2683 4.350862 1.111718 0.424225 -0.550765
2688 2.267553 0.952989 0.270634 -0.435191
2696 4.775983 0.127486 0.666839 -1.411620
2706 2.697680 0.265003 0.476208 1.402900
2708 0.774636 -0.479211 0.446284 0.998232
2709 3.432897 0.587937 0.533074 -1.038430
2715 3.152797 -0.620814 0.607635 1.000950
2716 1.818800 0.855820 0.381438 -0.738169
2717 0.634842 -0.943046 0.415672 0.079605
2718 3.784494 -0.700746 0.486197 1.034710
2732 3.781224 -0.918552 0.530247 0.648668
2737 4.191161 0.195496 0.427415 -1.488990
2739 2.947795 -1.044512 0.539340 0.569753
2740 2.698699 -1.345433 0.326634 0.275540
2746 1.936844 -0.130621 0.509008 1.299280
2750 3.622059 0.076979 0.392520 -1.440400
2753 3.004080 -0.085723 0.457588 -1.534010
2755 2.722336 1.547714 0.450303 0.163405
2763 3.455544 -1.253174 0.492994 0.283217
2770 2.906410 -1.456614 0.479333 -0.049637
2796 4.079589 -0.518706 0.377223 1.043830
2797 2.820406 1.275377 0.539118 -0.285972
2803 3.855996 -0.297384 0.446237 1.250320
2804 2.996119 0.195505 0.818875 -1.240960
2807 2.688537 -1.361016 0.410489 0.309002
2810 2.470891 -0.833306 0.308740 0.691890
2813 2.020564 0.278502 0.419066 -1.517760
2815 1.246555 -0.243239 0.329038 0.937432
2818 3.314576 0.414306 0.455278 -1.025950
2820 3.135772 -0.777102 0.387209 0.563099
2824 2.381508 -0.882054 0.513690 0.926270
2832 1.733861 0.700125 0.489329 -1.070520
2840 1.146031 0.801950 0.132198 -0.673301
2842 4.902730 -0.074052 0.615150 1.502270
2844 1.865638 1.231252 0.480533 -0.411175
2848 4.056018 1.337989 0.595832 -0.309722
2850 3.602067 -1.064655 0.391198 0.587113
2855 2.326751 0.876013 0.476328 -0.807264
2863 5.129519 0.211041 0.619522 -1.273750
2864 1.398409 0.643781 0.369244 -1.054340
2872 3.251871 1.059444 0.403887 -0.620616
2874 3.726195 -0.561796 0.667170 0.941629
2875 3.894020 -0.807624 0.493601 0.607084
2878 1.119055 -0.647072 0.353268 0.762144
2895 3.699069 -0.063863 0.523078 1.510090
2896 2.189330 -1.396054 0.404329 0.150345
2899 2.498822 -1.368289 0.378765 0.348963
2907 1.465681 1.525885 0.165078 -0.246776
2910 3.702464 -0.788651 0.533488 0.700557
2911 4.099896 1.464295 0.627013 -0.161248
2912 2.099963 -0.289405 0.433141 1.239400
2923 5.134954 0.302712 0.588296 -1.424590
2927 1.796690 -0.901534 0.496855 0.518715
2928 2.371828 0.687236 0.501557 -1.170000
2932 2.217236 0.155356 0.292522 -1.259700
2940 3.258508 -0.033588 0.278054 1.407810
2941 3.639153 -1.135974 0.512476 0.501118
2948 2.409995 -0.278085 0.517224 1.347900
2949 2.548854 1.154803 0.567870 -0.395371
2954 1.559111 0.616656 0.193844 -0.582286
2958 1.923188 1.276238 0.365284 0.164194
2968 3.499651 -1.343685 0.617826 0.352413
2981 0.653085 -0.028116 0.215202 1.401760
2986 2.715349 0.406514 0.623665 -1.256150
2988 2.242539 1.063780 0.518236 -0.419822
2990 1.610086 1.134958 0.109594 -0.602303
2994 3.222196 -0.221704 0.380573 1.403190
